"from","to","weight"
"SERPINE2","FN1",530
"SERPINE2","PLAT",878
"SERPINE2","PLAU",946
"SERPINE2","PLAUR",735
"SERPINE2","TIMP1",453
"SERPINE2","SERPINE1",503
"C4B","C1R",991
"C4B","SERPINA1",499
"C4B","FN1",407
"C4B","SERPING1",756
"C4B","CFI",954
"SLC48A1","HMOX1",445
"SERPINA1","SEC16B",524
"SERPINA1","CD4",460
"SERPINA1","LRG1",554
"SERPINA1","PIKFYVE",468
"SERPINA1","CYP3A4",475
"SERPINA1","C9",480
"SERPINA1","F11",440
"SERPINA1","FAM20A",484
"SERPINA1","APOD",424
"SERPINA1","HNF1A",434
"SERPINA1","PI3",498
"SERPINA1","SEMA6A",453
"SERPINA1","FAH",405
"SERPINA1","PCOLCE",401
"SERPINA1","ITIH2",685
"SERPINA1","GOSR2",499
"SERPINA1","CTRB2",958
"SERPINA1","SHC1",506
"SERPINA1","SOS1",452
"SERPINA1","GAS6",455
"SERPINA1","CCNB2",460
"SERPINA1","CXCR4",569
"SERPINA1","TDO2",460
"SERPINA1","IL1B",603
"SERPINA1","SAR1B",557
"SERPINA1","TNF",588
"SERPINA1","PXDN",468
"SERPINA1","MAN2C1",577
"SERPINA1","FERMT3",420
"SERPINA1","MBL2",422
"SERPINA1","CTSS",511
"SERPINA1","KNG1",943
"SERPINA1","UMOD",518
"SERPINA1","LMAN2L",594
"SERPINA1","ADRB2",407
"SERPINA1","EDEM2",623
"SERPINA1","PRTN3",838
"SERPINA1","DNAJC10",551
"SERPINA1","PTK2B",532
"SERPINA1","MB",416
"SERPINA1","APOF",579
"SERPINA1","FUT6",472
"SERPINA1","NR5A2",458
"SERPINA1","C4BPA",401
"SERPINA1","INS",539
"SERPINA1","ICAM1",605
"SERPINA1","CFI",584
"SERPINA1","CNIH3",499
"SERPINA1","NAPA",516
"SERPINA1","FGA",831
"SERPINA1","EDEM3",794
"SERPINA1","SERPINF2",837
"SERPINA1","APOL1",631
"SERPINA1","PF4",632
"SERPINA1","SAA2",477
"SERPINA1","SEC31A",511
"SERPINA1","SCIN",620
"SERPINA1","CR1",472
"SERPINA1","SERP2",429
"SERPINA1","UGGT1",580
"SERPINA1","PCBD1",441
"SERPINA1","IGF1",534
"SERPINA1","IL1A",442
"SERPINA1","HNF4A",627
"SERPINA1","CA8",406
"SERPINA1","TFPI",568
"SERPINA1","GAS1",414
"SERPINA1","YKT6",499
"SERPINA1","KRT18",455
"SERPINA1","APOA4",793
"SERPINA1","LMAN1L",499
"SERPINA1","APOA2",822
"SERPINA1","CASP3",571
"SERPINA1","AHSG",971
"SERPINA1","CTRB1",957
"SERPINA1","KLK14",496
"SERPINA1","VLDLR",487
"SERPINA1","GAPDH",438
"SERPINA1","TRIM21",429
"SERPINA1","F7",425
"SERPINA1","ITIH1",485
"SERPINA1","CD68",481
"SERPINA1","GOLGA2",530
"SERPINA1","LCN1",460
"SERPINA1","ACTB",405
"SERPINA1","MAN1B1",692
"SERPINA1","LPA",461
"SERPINA1","SEC23IP",499
"SERPINA1","HSP90AA1",445
"SERPINA1","FN1",825
"SERPINA1","FOLR1",536
"SERPINA1","SYVN1",646
"SERPINA1","NOS2",410
"SERPINA1","RPS6KA1",535
"SERPINA1","APOH",845
"SERPINA1","APOC2",708
"SERPINA1","LYZ",500
"SERPINA1","CELA1",971
"SERPINA1","SERPING1",583
"SERPINA1","EDEM1",766
"SERPINA1","GORASP1",513
"SERPINA1","CEACAM5",693
"SERPINA1","MMP10",506
"SERPINA1","TSPAN14",494
"SERPINA1","TGFB1",639
"SERPINA1","F5",773
"SERPINA1","SERPINC1",680
"SERPINA1","TFG",499
"SERPINA1","KLK1",543
"SERPINA1","C1S",444
"SERPINA1","NSF",518
"SERPINA1","CFTR",590
"SERPINA1","TTR",961
"SERPINA1","CCL2",420
"SERPINA1","FGB",810
"SERPINA1","HPR",762
"SERPINA1","ITGAM",534
"SERPINA1","SFTPD",553
"SERPINA1","ARSA",401
"SERPINA1","APOM",466
"SERPINA1","KLK3",917
"SERPINA1","DERL2",743
"SERPINA1","TMED2",501
"SERPINA1","ERLEC1",854
"SERPINA1","FURIN",511
"SERPINA1","CTRL",627
"SERPINA1","PLAT",481
"SERPINA1","MPO",753
"SERPINA1","S100A9",590
"SERPINA1","HSPA4",567
"SERPINA1","APOB",822
"SERPINA1","SAA1",665
"SERPINA1","LMAN2",628
"SERPINA1","SRC",511
"SERPINA1","LCN2",426
"SERPINA1","CTSG",805
"SERPINA1","AREG",578
"SERPINA1","F3",451
"SERPINA1","SEC24D",537
"SERPINA1","HSP90AB1",531
"SERPINA1","AMBP",716
"SERPINA1","PIM1",863
"SERPINA1","IL17A",575
"SERPINA1","PF4V1",487
"SERPINA1","APOE",781
"SERPINA1","VCP",605
"SERPINA1","ASGR1",528
"SERPINA1","COL7A1",550
"SERPINA1","ANPEP",498
"SERPINA1","SPI1",403
"SERPINA1","CD59",615
"SERPINA1","SERPIND1",424
"SERPINA1","SEL1L",445
"SERPINA1","FUT3",407
"SERPINA1","CDH1",553
"SERPINA1","FAM20C",559
"SERPINA1","APOC3",767
"SERPINA1","MCFD2",664
"SERPINA1","IL6",603
"SERPINA1","RICTOR",446
"SERPINA1","SQSTM1",638
"SERPINA1","ELANE",999
"SERPINA1","FGG",886
"SERPINA1","SEC24C",553
"SERPINA1","PXDNL",468
"SERPINA1","KRT7",416
"SERPINA1","ENPEP",511
"SERPINA1","SAA4",456
"SERPINA1","PREB",519
"SERPINA1","TFRC",538
"SERPINA1","GC",876
"SERPINA1","G6PC1",606
"SERPINA1","TIMP1",692
"SERPINA1","AZGP1",674
"SERPINA1","XBP1",535
"SERPINA1","PLAUR",428
"SERPINA1","MMP9",561
"SERPINA1","ORM2",972
"SERPINA1","B2M",522
"SERPINA1","KRT19",486
"SERPINA1","CYP3A7",427
"SERPINA1","CXCL8",696
"SERPINA1","IL10",448
"SERPINA1","CCDC88C",403
"SERPINA1","CP",944
"SERPINA1","CSNK1D",401
"SERPINA1","CYP2E1",527
"SERPINA1","NAPB",513
"SERPINA1","SCFD1",499
"SERPINA1","ENO2",516
"SERPINA1","PROC",934
"SERPINA1","APCS",571
"SERPINA1","XPR1",474
"SERPINA1","PRSS2",978
"SERPINA1","CAMP",629
"SERPINA1","PRSS3",630
"SERPINA1","CTSZ",538
"SERPINA1","CST3",464
"SERPINA1","SEC13",530
"SERPINA1","SLC37A4",481
"SERPINA1","TF",848
"SERPINA1","SPP2",429
"SERPINA1","GRN",460
"SERPINA1","SEC22B",529
"SERPINA1","VTN",718
"SERPINA1","HGF",463
"SERPINA1","F9",630
"SERPINA1","SEC16A",547
"SERPINA1","CD8A",416
"SERPINA1","CTSD",486
"SERPINA1","FAM13A",615
"SERPINA1","PON1",508
"SERPINA1","REG1B",423
"SERPINA1","AFP",927
"SERPINA1","GUSB",404
"SERPINA1","VWF",465
"SERPINA1","F8",621
"SERPINA1","PAH",519
"SERPINA1","ALB",998
"SERPINA1","C4B",499
"SERPINA1","SOD2",492
"SERPINA1","APP",764
"SERPINA1","SLC10A1",532
"SERPINA1","AFM",587
"SERPINA1","ABCB11",418
"SERPINA1","CMA1",613
"SERPINA1","C4A",569
"SERPINA1","CTSB",520
"SERPINA1","UGGT2",529
"SERPINA1","TMBIM4",715
"SERPINA1","APOA5",423
"SERPINA1","IFNG",432
"SERPINA1","QSOX1",491
"SERPINA1","RBP4",679
"SERPINA1","APOA1",927
"SERPINA1","MASP2",417
"SERPINA1","BET1",522
"SERPINA1","TPP1",402
"SERPINA1","SOX2",464
"SERPINA1","CSF3",506
"SERPINA1","MIS12",780
"SERPINA1","KLK4",639
"SERPINA1","HRG",809
"SERPINA1","CPB2",434
"SERPINA1","CFB",725
"SERPINA1","TAT",487
"SERPINA1","CNIH1",500
"SERPINA1","CRP",731
"SERPINA1","TGFA",624
"SERPINA1","IL1RN",568
"SERPINA1","A1BG",735
"SERPINA1","FABP1",497
"SERPINA1","PLG",819
"SERPINA1","C3",859
"SERPINA1","CFH",651
"SERPINA1","FUT5",434
"SERPINA1","USO1",499
"SERPINA1","CLU",896
"SERPINA1","F10",683
"SERPINA1","A2M",980
"SERPINA1","GPT",571
"SERPINA1","ALDH2",519
"SERPINA1","TMED10",500
"SERPINA1","IFI6",463
"SERPINA1","PRKCA",412
"SERPINA1","FOXA2",422
"SERPINA1","LTF",654
"SERPINA1","SERPINF1",744
"SERPINA1","APOC1",758
"SERPINA1","GSN",646
"SERPINA1","CTSC",606
"SERPINA1","ZNF558",452
"SERPINA1","LRP1",436
"SERPINA1","CALD1",475
"SERPINA1","MMP12",497
"SERPINA1","PZP",420
"SERPINA1","CFD",529
"SERPINA1","FCGBP",451
"SERPINA1","HBB",549
"SERPINA1","CDIPT",832
"SERPINA1","PIGR",458
"SERPINA1","SEC24B",550
"SERPINA1","SEC23A",510
"SERPINA1","THBD",510
"SERPINA1","SEC24A",532
"SERPINA1","PRSS1",763
"SERPINA1","DPP4",453
"SERPINA1","CANX",772
"SERPINA1","ITIH4",669
"SERPINA1","MMP8",630
"SERPINA1","HFE",423
"SERPINA1","HSPA5",553
"SERPINA1","KLKB1",515
"SERPINA1","HP",961
"SERPINA1","BMP4",446
"SERPINA1","CNIH2",499
"SERPINA1","GRIA1",556
"SERPINA1","DERL1",811
"SERPINA1","TLR4",596
"SERPINA1","FXYD2",430
"SERPINA1","SLPI",621
"SERPINA1","IDUA",434
"SERPINA1","STX17",562
"SERPINA1","ACE",606
"SERPINA1","SEC22A",511
"SERPINA1","STX5",518
"SERPINA1","SEC22C",511
"SERPINA1","HPX",897
"SERPINA1","ADAMTS4",465
"SERPINA1","GDF15",428
"SERPINA1","ITGAX",424
"SERPINA1","LMAN1",770
"SERPINA1","NAPG",499
"SERPINA1","NFKBIA",495
"SERPINA1","ITIH3",471
"SERPINA1","ALDOA",528
"SERPINA1","OSM",436
"SERPINA1","TMPRSS2",611
"SERPINA1","OS9",920
"SERPINA1","SOD2",472
"SERPINA1","TGFB2",514
"SERPINA1","SERPINA6",564
"SERPINA1","ORM1",979
"SERPINA1","SERPINA3",680
"SERPINA1","PPIA",471
"SERPINA1","C1R",402
"SERPINA1","F2",790
"GOLGA2","SERPINA1",530
"P2RX6","GRIN1",912
"DDX39B","ATP6V1G2",544
"SLC2A1","SLC1A6",443
"SLC2A1","ALDOC",500
"SLC2A1","SERPINE1",667
"SLC2A1","ATP1A3",618
"SLC2A1","MMP9",406
"SLC2A1","HK3",424
"SLC2A1","CD44",434
"TGFBI","IGFBP3",488
"TGFBI","COL6A3",489
"TGFBI","COL4A1",691
"TGFBI","COL5A1",591
"TGFBI","COL5A2",417
"TGFBI","SERPINE1",689
"TGFBI","NPPA",427
"TGFBI","COL6A2",543
"TGFBI","LUM",574
"TGFBI","MMP9",738
"TGFBI","TIMP1",491
"TGFBI","COL1A2",738
"TGFBI","FN1",995
"TGFBI","BGN",821
"TGFBI","COL4A2",669
"TGFBI","VIM",478
"TGFBI","HSPG2",675
"TGFBI","COL1A1",716
"TGFBI","ITGA5",587
"TGFBI","COL3A1",531
"TGFBI","CD44",641
"TGFBI","THBS1",577
"NELL2","COL5A1",434
"FBLIM1","FLNC",999
"ATP13A3","ABCC8",435
"FDXR","GADD45A",489
"SEMA4D","FCGR2B",636
"CFB","C1R",524
"CFB","SERPINA1",725
"CFB","CCL2",433
"CFB","FN1",523
"CFB","SERPING1",880
"CFB","COL8A1",429
"CFB","CFI",970
"DERA","ALDOC",922
"DERA","HK3",800
"FSHB","MMP9",411
"IGFALS","IGFBP3",999
"ACTBL2","TUBA1C",458
"HS3ST6","HSPG2",554
"ACKR2","CCL2",985
"ACKR2","ICAM1",416
"ACKR2","CD44",479
"","FN1",443
"","CD44",805
"","MSN",444
"","ICAM1",759
"","TIMP1",471
"EBP","BGN",580
"EBP","GABRA3",498
"CFAP74","GABRD",824
"SLC15A2","CCK",444
"PLTP","MSR1",603
"ATP6V1G3","ATP6V1G2",563
"VWA1","HSPG2",609
"VWA1","FN1",479
"CPB1","FN1",427
"CPB1","PLAT",652
"GPR156","GABBR1",934
"NCK1","PLAT",433
"ATP6V1F","ATP6V1G2",997
"HFE","STEAP3",451
"HFE","SERPINA1",423
"FSD1L","FN1",524
"STIM2","GRIA2",629
"NAA10","GRIN1",495
"PAEP","SPP1",581
"GPHN","GRIA2",520
"GPHN","GABRA3",436
"GPHN","GABRB3",436
"GPHN","GABBR1",592
"GPHN","CCK",411
"GPHN","GRIN1",446
"RARRES2","CCL2",520
"RARRES2","SERPINE1",455
"RARRES2","SERPING1",437
"IRF5","FCGR2A",466
"IRF5","CCL2",480
"IRF5","MMP9",407
"IRF5","FCGR2B",420
"NECTIN3","GRIK2",429
"CACNA2D2","SNAP25",511
"CACNA2D2","FN1",402
"CACNA2D2","CACNA1A",982
"PTPRG","LUM",418
"NISCH","FLNC",410
"NISCH","ITGA5",805
"ZFP57","KCNJ11",615
"ZFP57","ABCC8",663
"MME","NPPA",832
"MME","MMP9",468
"MME","SERPING1",432
"MME","ICAM1",430
"MME","CD44",598
"VAMP2","CACNA1A",571
"VAMP2","SNAP25",999
"VAMP2","CPLX2",971
"VAMP2","CPLX1",999
"VAMP2","GRIA2",497
"VAMP2","HMOX1",499
"RWDD2B","GADD45G",864
"ADAMTS9","KCNJ11",511
"ADAMTS9","COL4A1",421
"ADAMTS9","COL8A1",501
"ESRP2","CD44",668
"PTK7","CCK",923
"PTK7","CD44",416
"FTO","CCL2",454
"FTO","KCNJ11",725
"CDKN2A","GADD45G",525
"CDKN2A","CCK",418
"CDKN2A","IGFBP3",471
"CDKN2A","THBS1",667
"CDKN2A","CD44",614
"CDKN2A","GADD45A",505
"CDKN2A","VIM",420
"CDKN2A","WNT7B",483
"CDKN2A","CCL2",449
"CDKN2A","FN1",557
"CDKN2A","KCNJ11",477
"CDKN2A","MMP9",513
"CDKN2A","SERPINE1",471
"BRCA1","CD44",505
"BRCA1","GADD45A",710
"BRCA1","MSN",599
"BRCA1","PLAUR",471
"SYNPR","SNAP25",661
"SYNPR","CCK",443
"SYNPR","GRIN1",414
"SYNPR","GABRD",401
"BRAF","FN1",718
"BRAF","VIM",458
"BRAF","COL1A1",434
"BRAF","CD44",472
"BRAF","MMP9",483
"CALML4","ACTN1",524
"CALML4","SNAP25",477
"CALML4","FN1",642
"CALML4","FLNC",604
"CALML4","CACNA1A",752
"CALML4","CD44",546
"CALML4","MSN",600
"CALML4","GRIN1",964
"CALML4","NPPA",518
"CALML4","ABCC8",575
"CALML4","GRIA2",404
"TIGIT","CD44",642
"CACNA2D3","CACNA1A",936
"FXN","HMOX1",939
"FXN","CACNA1A",727
"FXN","STEAP3",439
"PIK3CG","SOCS3",642
"EVX1","GRIN1",548
"IFT56","HK3",428
"TRPC1","SNAP25",492
"ADCY5","ABCC8",531
"ADCY5","KCNJ11",626
"PPIA","MMP9",452
"PPIA","SERPINA1",471
"PPIA","VIM",422
"ADAM9","COL1A1",491
"ADAM9","ITGA5",414
"ADAM9","MMP9",450
"WWTR1","NPPA",700
"WWTR1","SERPINE1",649
"COMMD2","SOCS3",499
"RXRA","COL1A1",405
"RXRA","GADD45A",415
"RXRA","ITGA5",420
"RXRA","IGFBP3",931
"RXRA","COL5A1",591
"RXRA","SERPINE1",448
"MYMK","COL6A3",449
"RAD51B","COL8A1",434
"KLF6","PLAUR",452
"KLF6","IGFBP3",461
"KLF6","CCL2",657
"KLF6","FN1",507
"ERVW-1","TIMP1",677
"ERVW-1","MSR1",508
"ERVW-1","CD44",762
"ERVW-1","ICAM1",687
"ERVW-1","CCL2",447
"ERVW-1","SERPING1",443
"ERVW-1","FN1",963
"KCNAB1","FLNC",446
"POR","HMOX1",965
"KCNIP2","KCNJ11",462
"SERP1","HMOX1",531
"B4GALT4","LUM",472
"GSTA2","HMOX1",469
"ERVFRD-1","ICAM1",671
"ERVFRD-1","CD44",526
"ERVFRD-1","FN1",955
"ERVFRD-1","SERPING1",448
"ERVFRD-1","CCL2",402
"ERVFRD-1","TIMP1",677
"ERVFRD-1","MSR1",513
"CASR","FLNC",613
"CASR","SPP1",451
"CASR","CCK",420
"CASR","GABBR1",904
"FLNB","FN1",668
"FLNB","ITGA5",737
"FLNB","FLNC",921
"FLNB","CD44",418
"FLNB","MSN",646
"FLNB","VIM",482
"FLNB","ICAM1",534
"PHC3","HRH3",424
"PDE6B","MYL9",437
"CD200","LUM",412
"CD200","CD44",466
"CD200","CCL2",415
"CNIH4","GRIA2",865
"CNIH4","GRIA4",780
"MGAM2","HK3",916
"TFR2","STEAP3",647
"TFAM","HMOX1",510
"AWAT2","ICAM1",892
"MAML3","ACTA2",525
"MAML3","HES5",781
"MYO10","COL4A1",445
"ATP2C1","CCK",583
"SLCO6A1","FN1",444
"SLCO6A1","HMOX1",544
"SLCO6A1","GABBR1",575
"GNGT2","CACNA1A",668
"GNGT2","GRIK2",520
"GNGT2","ITGA5",499
"GNGT2","GABBR1",653
"GC","CD44",541
"GC","CFI",407
"GC","SERPINA1",876
"GC","ACTA2",972
"GC","FN1",557
"GC","CCL2",574
"GC","ACTN1",451
"MAGED4B","ICAM1",501
"FNIP1","ATP6V1G2",441
"ACTN3","VIM",562
"ACTN3","ACTN1",701
"ACTN3","PDLIM1",655
"PDGFC","PLAT",805
"PDGFC","TIMP1",517
"PDGFC","PLAU",520
"PDGFC","THBS1",419
"ADGRL3","LUM",518
"ADGRL3","BGN",514
"ADAMTS12","COL5A2",444
"ADAMTS12","COL3A1",537
"ADAMTS12","COL4A2",416
"ADAMTS12","COL1A2",404
"SLIT2","COL4A1",518
"LARP7","TUBA1C",551
"MEGF10","GRIA2",436
"LY75-CD302","FCGR2B",436
"LY75-CD302","FCGR2A",404
"LY75-CD302","ICAM1",607
"SV2C","LAMC1",700
"SV2C","LAMB1",699
"SV2C","SNAP25",544
"GNPDA1","HK3",935
"GPX8","MMP9",537
"GPX8","SERPINE1",441
"GPX8","CCK",452
"GPX8","HMOX1",842
"GPX8","ICAM1",501
"GPX8","CCL2",522
"KLHL5","SOCS3",424
"TAS2R50","GABBR1",499
"LAMTOR3","ATP6V1G2",650
"FBN2","BGN",532
"FBN2","FN1",876
"FBN2","COL1A2",516
"FBN2","THBS1",517
"FBN2","ITGA5",587
"FBN2","COL3A1",751
"FBN2","HSPG2",466
"FBN2","COL1A1",532
"FBN2","COL4A1",465
"FBN2","COL5A1",578
"FBN2","COL5A2",588
"FBN2","ACTA2",545
"FBN2","COL6A2",474
"FBN2","LUM",701
"ATG12","CD44",479
"PALLD","COL1A1",467
"PALLD","MSN",474
"PALLD","FLNC",445
"PALLD","COL1A2",411
"PALLD","ACTN1",599
"EIF4E","COL1A2",416
"EIF4E","FN1",520
"EXOC3","SNAP25",981
"COX7C","ATP6V1G2",416
"PGM3","HK3",448
"CAMK2D","GRIA2",595
"CAMK2D","GRIN1",561
"CAMK2D","GRIA4",483
"SELENOP","LUM",478
"SELENOP","THBS1",420
"RNF4","VIM",510
"KCTD16","GABBR1",516
"WNT8A","WNT7B",561
"PROM1","MMP9",573
"PROM1","CCK",507
"PROM1","VIM",478
"PROM1","ICAM1",475
"PROM1","CD44",885
"PROM1","SPP1",450
"PROM1","CCL2",516
"PROM1","FN1",712
"RACK1","VIM",428
"CLOCK","SERPINE1",803
"RIMS2","GRIN1",440
"RIMS2","CACNA1A",625
"RIMS2","SNAP25",508
"CXCL2","FCGR2A",556
"CXCL2","COL1A2",425
"CXCL2","CCL2",929
"CXCL2","SOCS3",599
"CXCL2","ICAM1",704
"CXCL2","MMP9",566
"CXCL2","TIMP1",479
"CXCL2","PLAU",593
"SMIM20","ACTN1",405
"TNFAIP8","MMP9",444
"CEBPA","PLAU",459
"CEBPA","CCL2",445
"DDR1","COL5A2",450
"DDR1","COL5A1",706
"DDR1","COL4A1",661
"DDR1","MMP9",559
"DDR1","COL3A1",798
"DDR1","COL1A1",719
"ABL2","ACTA2",414
"ABL2","ATP1A3",457
"ABL2","FN1",454
"GABRA2","GRIK2",415
"GABRA2","GABRD",720
"GABRA2","GRIA2",555
"GABRA2","GABRB3",829
"GABRA2","GABRA3",622
"GABRA2","GABBR1",772
"GABRA2","GRIA4",520
"WDR1","ACTA2",639
"WDR1","ACTG2",449
"WDR1","MSN",476
"WDR1","ACTN1",697
"GYPB","CD44",449
"HS3ST5","GABRB3",413
"HS3ST5","HSPG2",550
"RHOBTB2","ACTN1",593
"DPYSL2","SNAP25",418
"PIK3R1","GABBR1",441
"PIK3R1","GRIA2",415
"PIK3R1","FN1",618
"PIK3R1","CCL2",463
"PIK3R1","SOCS3",662
"PIK3R1","SPP1",773
"PIK3R1","FCGR2A",753
"PIK3R1","VIM",681
"PIK3R1","MSN",548
"MPP2","GRIA2",502
"SDCBP","CD44",563
"SDCBP","GRIK2",850
"SDCBP","MSN",430
"SDCBP","ACTN1",509
"SDCBP","SNAP25",449
"FBXO32","SOCS3",607
"LEPROTL1","MSR1",531
"VASH2","TUBA1C",438
"ANGPT1","SERPINE1",477
"ANGPT1","PLAUR",482
"ANGPT1","MMP9",623
"ANGPT1","TIMP1",497
"ANGPT1","SPP1",540
"ANGPT1","CCL2",542
"ANGPT1","SERPING1",455
"ANGPT1","FN1",695
"ANGPT1","ICAM1",545
"ANGPT1","THBS1",716
"ANGPT1","CD44",419
"RGS21","SLC1A6",468
"RIMS1","GRIA2",648
"RIMS1","CPLX1",880
"RIMS1","GRIA4",557
"RIMS1","CACNA1A",671
"RIMS1","SNAP25",949
"RIMS1","CPLX2",450
"SEC24B","SERPINA1",550
"LY6E","SERPING1",423
"NAIP","KCNJ11",593
"RNF217","ACTA2",464
"LYN","SOCS3",641
"LYN","FN1",401
"LYN","FCGR2A",962
"LYN","CD44",615
"LYN","ITGA5",483
"LYN","ICAM1",443
"LYN","GRIN1",562
"LYN","PLAUR",481
"LYN","FCGR2B",938
"LYN","GRIA2",904
"PTP4A3","GADD45G",403
"GRIA1","GABBR1",606
"GRIA1","GRIN1",907
"GRIA1","SLC1A6",463
"GRIA1","GRIA4",997
"GRIA1","GRIA2",999
"GRIA1","SERPINA1",556
"GRIA1","GABRD",434
"GRIA1","GABRB3",562
"GRIA1","GABRA3",584
"GRIA1","SNAP25",731
"GRIA1","GRIK2",751
"GRIA1","PDLIM4",435
"GRIA1","CACNA1A",504
"CYRIB","ACTN1",444
"SLC25A37","STEAP3",594
"STMN2","GRIA2",476
"STMN2","GRIK2",406
"STMN2","SNAP25",669
"PNMA2","GRIN1",407
"PNMA2","GABBR1",576
"PNMA2","CD44",439
"HS6ST2","HSPG2",547
"UNC13A","SNAP25",806
"UNC13A","CPLX2",518
"UNC13A","CACNA1A",467
"UNC13A","CPLX1",554
"ATP6V0E1","ATP6V1G2",973
"SLC20A2","LAMC1",550
"SLC20A2","SLC1A6",402
"ZNF260","NPPA",554
"TSPAN18","CD44",454
"GABRP","GABRB3",616
"GABRP","GABRA3",682
"GABRP","GABRD",577
"GABRP","GABBR1",682
"ATP6V1C1","ATP6V1G2",997
"HDAC2","FN1",576
"HDAC2","GRIA2",593
"ATOX1","PDLIM1",431
"HEPH","STEAP3",530
"HEPH","HMOX1",935
"IKBKB","ICAM1",528
"IKBKB","SOCS3",486
"IKBKB","CCL2",593
"IKBKB","MMP9",554
"IKBKB","HMOX1",443
"TRHR","CCK",579
"KCNB2","ABCC8",415
"GPBAR1","CCK",461
"IDO1","HMOX1",533
"IDO1","MMP9",508
"IDO1","SOCS3",797
"IDO1","CCL2",689
"IDO1","ICAM1",603
"IDO1","CD44",533
"IGLL5","VIM",509
"IGLL5","PLAT",946
"IGLL5","CCL2",631
"IGLL5","FCGR2B",928
"IGLL5","PLAU",486
"NTRK1","FN1",599
"NTRK1","SOCS3",526
"NTRK1","CCL2",609
"NTRK1","CD44",617
"NTRK1","MMP9",447
"KRTAP5-9","SERPING1",535
"CD3G","FCGR2A",514
"TAS2R43","GABBR1",499
"IL32","ICAM1",422
"IL32","HSPG2",464
"IL32","CCL2",449
"CSRP3","FLNC",579
"CSRP3","NPPA",605
"TYK2","CD44",424
"TYK2","CCL2",414
"TYK2","SOCS3",999
"TYK2","PLAU",591
"TYK2","PLAUR",808
"AMBRA1","SOCS3",489
"CAPN1","SERPING1",430
"CAPN1","VIM",605
"TMEM262","CACNA1A",582
"ZNF202","GABRB3",413
"JAK3","SOCS3",939
"JAK3","FN1",472
"SPTBN2","SLC1A6",950
"SPTBN2","CACNA1A",824
"FAT3","LAMC1",653
"SMTNL1","PDLIM4",549
"SMTNL1","PDLIM1",580
"CFL1","ACTN1",915
"CFL1","FN1",521
"CFL1","MYL9",483
"CFL1","FLNC",812
"CFL1","GRIK2",417
"CFL1","ACTG2",455
"CFL1","MSN",769
"CFL1","ICAM1",545
"CFL1","TUBA1C",464
"CFL1","MMP9",590
"CFL1","ACTA2",578
"TP53AIP1","GADD45A",431
"CKAP5","TUBA1C",607
"RGS5","SLC1A6",470
"DKK3","ICAM1",433
"DKK3","WNT7B",447
"DKK3","SERPINE1",527
"CASP1","FCGR2B",401
"CASP1","MMP9",568
"CASP1","PLAU",642
"CASP1","SERPINE1",672
"CASP1","CCK",502
"CASP1","HMOX1",598
"CASP1","CD44",456
"CASP1","ICAM1",650
"CASP1","PLAT",641
"CASP1","SOCS3",440
"CASP1","CCL2",707
"CASP1","FN1",402
"CASP1","FCGR2A",457
"PTH","IBSP",593
"PTH","EMP1",840
"PTH","COL1A1",480
"PTH","NPPA",412
"PTH","SPP1",791
"PTH","COL1A2",595
"PTH","IGFBP3",447
"GSDMD","CCK",442
"KCNJ5","GABBR1",910
"KCNJ5","ATP1A3",784
"KCNJ5","ABCC8",597
"KCNJ5","NPPA",418
"CRYAB","FLNC",727
"CRYAB","VIM",684
"CRYAB","ATP1A3",468
"TRAF6","HMOX1",599
"TRAF6","MSR1",429
"TRAF6","MMP9",562
"TRAF6","CCL2",542
"TRAF6","SOCS3",753
"TRAF6","ICAM1",455
"BANF1","VIM",558
"MS4A14","HK3",447
"B3GAT1","HSPG2",410
"B3GAT1","CD44",532
"B3GAT1","BGN",406
"RNH1","FN1",452
"H2AX","CD44",517
"H2AX","THBS1",483
"H2AX","GADD45A",576
"FZD4","WNT7B",990
"KCNC3","CACNA1A",724
"PUF60","VIM",403
"SLC6A5","SLC1A6",499
"SERPINH1","COL3A1",876
"SERPINH1","CD44",514
"SERPINH1","VIM",417
"SERPINH1","COL8A1",650
"SERPINH1","COL1A1",921
"SERPINH1","FN1",740
"SERPINH1","BGN",611
"SERPINH1","COL4A2",880
"SERPINH1","COL1A2",879
"SERPINH1","TIMP1",492
"SERPINH1","LUM",652
"SERPINH1","COL6A2",837
"SERPINH1","COL5A1",804
"SERPINH1","COL5A2",866
"SERPINH1","COL4A1",818
"SERPINH1","COL6A3",831
"SERPINH1","COL20A1",626
"TXNRD1","TUBA1C",518
"TXNRD1","HMOX1",756
"MAML2","ACTA2",520
"MAML2","HES5",788
"CDC27","GADD45A",425
"IL18BP","ICAM1",483
"ATP6V0B","ATP6V1G2",995
"TSKU","BGN",448
"TEAD1","PDLIM4",401
"TOR1AIP1","STEAP3",425
"SLN","NPPA",532
"RPS6KA1","SERPINA1",535
"LGALS8","MRC2",425
"LGALS8","FN1",466
"LGALS8","ITGA5",452
"CCKBR","CCK",999
"AGBL2","C1R",574
"EPS8L2","MSN",603
"GRIK4","GRIK2",992
"GRIK4","SNAP25",578
"GRIK4","GRIA2",641
"GRIK4","GRIA4",756
"GRIK4","GRIN1",692
"GATA4","ACTA2",411
"GATA4","NPPA",939
"GATA4","LAMC1",476
"GATA4","CD44",401
"GATA4","FN1",438
"SAA2","SERPINE1",534
"SAA2","CCL2",665
"SAA2","GABBR1",448
"SAA2","MSR1",576
